location,context,source,target
digcomp.outcome.5.4.basic.k.03,digcomp.outcome.5.4.basic.k.03,Recognise that digital competence is much broader than technical skills.,
digcomp.outcome.5.4.basic.k.03.ai_label,digcomp.outcome.5.4.basic.k.03.ai_label,AI-Implicit,
digcomp.outcome.5.4.basic.k.04,digcomp.outcome.5.4.basic.k.04,"Recognise that digital competence requires regular updating for daily life, working and learning.",
digcomp.outcome.5.4.basic.k.04.ai_label,digcomp.outcome.5.4.basic.k.04.ai_label,AI-Implicit,
digcomp.outcome.5.4.basic.k.05,digcomp.outcome.5.4.basic.k.05,Identify opportunities to improve one's digital competences.,
digcomp.outcome.5.4.basic.k.05.ai_label,digcomp.outcome.5.4.basic.k.05.ai_label,AI-Implicit,
digcomp.outcome.5.4.intermediate.a.06,digcomp.outcome.5.4.intermediate.a.06,Acknowledge the benefits of staying informed about developments in digital technologies.,
digcomp.outcome.5.4.intermediate.a.06.ai_label,digcomp.outcome.5.4.intermediate.a.06.ai_label,AI-Implicit,
digcomp.outcome.5.4.intermediate.a.07,digcomp.outcome.5.4.intermediate.a.07,Prioritise the identification of opportunities to learn about digital technologies.,
digcomp.outcome.5.4.intermediate.a.07.ai_label,digcomp.outcome.5.4.intermediate.a.07.ai_label,AI-Implicit,
digcomp.outcome.5.4.intermediate.k.08,digcomp.outcome.5.4.intermediate.k.08,Identify relevant learning to meet one's digital competence needs.,
digcomp.outcome.5.4.intermediate.k.08.ai_label,digcomp.outcome.5.4.intermediate.k.08.ai_label,AI-Implicit,
digcomp.outcome.5.4.intermediate.s.09,digcomp.outcome.5.4.intermediate.s.09,Accurately assess one's own digital competences and digital competence needs.,
digcomp.outcome.5.4.intermediate.s.09.ai_label,digcomp.outcome.5.4.intermediate.s.09.ai_label,AI-Implicit,
digcomp.outcome.5.4.intermediate.a.10,digcomp.outcome.5.4.intermediate.a.10,Participate actively in learning to meet one's digital competence needs.,
digcomp.outcome.5.4.intermediate.a.10.ai_label,digcomp.outcome.5.4.intermediate.a.10.ai_label,AI-Implicit,
digcomp.outcome.5.4.advanced.a.11,digcomp.outcome.5.4.advanced.a.11,Continually assess digital technological developments and their implications for one’s own and others’ digital competence needs.,
digcomp.outcome.5.4.advanced.a.11.ai_label,digcomp.outcome.5.4.advanced.a.11.ai_label,AI-Implicit,
digcomp.outcome.5.4.advanced.a.12,digcomp.outcome.5.4.advanced.a.12,Engage in ongoing self-development to meet digital competence needs.,
digcomp.outcome.5.4.advanced.a.12.ai_label,digcomp.outcome.5.4.advanced.a.12.ai_label,AI-Implicit,
digcomp.outcome.5.4.advanced.s.13,digcomp.outcome.5.4.advanced.s.13,Support others to develop confidence and autonomy in digital environments.,
digcomp.outcome.5.4.advanced.s.13.ai_label,digcomp.outcome.5.4.advanced.s.13.ai_label,AI-Implicit,
digcomp.outcome.5.4.advanced.s.14,digcomp.outcome.5.4.advanced.s.14,Compile available digital competence learning opportunities for a particular purpose.,
digcomp.outcome.5.4.advanced.s.14.ai_label,digcomp.outcome.5.4.advanced.s.14.ai_label,AI-Implicit,
digcomp.outcome.5.4.highly_advanced.a.15,digcomp.outcome.5.4.highly_advanced.a.15,Engage in ongoing self-development to meet complex or specialised digital competence needs.,
digcomp.outcome.5.4.highly_advanced.a.15.ai_label,digcomp.outcome.5.4.highly_advanced.a.15.ai_label,AI-Implicit,
digcomp.outcome.5.4.highly_advanced.s.16,digcomp.outcome.5.4.highly_advanced.s.16,Mentor others in identifying and addressing their digital competence needs.,
digcomp.outcome.5.4.highly_advanced.s.16.ai_label,digcomp.outcome.5.4.highly_advanced.s.16.ai_label,AI-Implicit,
digcomp.outcome.5.4.highly_advanced.s.17,digcomp.outcome.5.4.highly_advanced.s.17,Design learning material to help others to meet complex or specialised digital competence needs.,
digcomp.outcome.5.4.highly_advanced.s.17.ai_label,digcomp.outcome.5.4.highly_advanced.s.17.ai_label,AI-Implicit,
